Geneid	Chr	Start	End	Strand	Length	R5_Solid1_counts	T3_CS1_counts	350_Sco1_counts	T1_CS2_counts	T3_PS2_counts	T4_PS1_counts	T4_CS2_counts	T1_PS2_counts	T3_PS1_counts	T1_CS1_counts	T2_PS2_counts	350_Sco2_counts	T4_PS2_counts	T1_PS1_counts	T2_PS1_counts	T2_CS2_counts	CTT_Sco1_counts	T2_CS1_counts	T4_CS1_counts	CTT_Sco2_counts	T3_CS2_counts	R5_Solid2_counts
SCO1854	NC_003888.3	1986830	1987555	-	726	48.0	23.0	3.0	25.0	18.0	19.0	20.0	8.0	26.0	10.0	40.0	7.0	26.0	105.0	37.0	8.0	8.0	6.0	13.0	7.0	51.0	55.0
SCO1855	NC_003888.3	1987618	1988460	+	843	202.0	473.5	232.0	713.5	326.0	293.0	311.5	204.0	322.5	343.0	266.0	256.0	290.0	868.0	242.5	313.0	246.0	233.0	468.0	253.5	426.5	482.5
SCO1856	NC_003888.3	1988469	1989698	+	1230	75.0	292.5	81.0	277.5	155.5	103.0	240.5	72.5	135.0	101.0	100.0	74.5	125.5	774.0	130.5	99.0	58.5	78.0	260.5	71.5	330.5	172.5
SCO1857	NC_003888.3	1989779	1991527	+	1749	64.0	661.5	126.5	442.0	293.5	209.5	503.5	97.0	346.0	177.5	170.5	176.5	195.5	1811.0	147.5	160.0	151.0	87.5	547.0	216.5	777.0	194.0
SCO1858	NC_003888.3	1991527	1992441	+	915	89.0	530.5	139.0	583.0	279.0	185.5	348.0	152.0	287.5	167.0	128.5	150.5	172.5	1102.0	159.5	165.5	159.0	119.0	368.0	181.5	428.5	271.5
SCO1859	NC_003888.3	1992485	1993501	+	1017	56.0	214.0	32.5	200.0	154.0	165.0	176.5	45.5	185.0	64.5	73.0	54.5	134.5	757.0	89.0	57.5	36.5	57.5	239.5	55.0	204.5	131.5
SCO1860	NC_003888.3	1994053	1995057	-	1005	2195.0	275.0	77.0	9901.0	24.0	127.0	1092.0	3598.0	30.0	4544.0	110.0	64.0	219.0	9650.0	522.0	268.0	1379.0	353.0	817.0	1722.0	66.0	2212.0
SCO1861	NC_003888.3	1995207	1996295	-	1089	141.5	191.0	81.0	101.5	251.5	156.0	174.0	39.5	261.5	41.0	74.0	66.5	171.0	274.0	88.0	39.0	43.0	42.0	344.5	56.5	243.0	183.0
SCO1862	NC_003888.3	1996354	1996833	-	480	30.5	152.0	24.0	17.5	102.5	45.0	95.0	8.5	176.5	21.0	14.0	18.5	40.0	148.0	13.0	22.0	1.0	13.0	171.5	10.5	254.0	54.0
SCO1863	NC_003888.3	1996948	1998165	-	1218	29.0	2.0	25.0	4.0	6.0	2.0	3.0	2.0	9.0	0.0	29.0	37.0	0.0	133.0	19.0	1.0	0.0	1.0	20.0	1.0	42.0	67.0
SCO1864	NC_003888.3	1998468	1998977	+	510	1328.0	80.0	299.0	24.0	108.0	69.0	79.0	15.0	132.0	9.0	66.0	330.0	76.0	59.0	80.0	17.0	34.0	7.0	63.0	47.0	53.0	2066.0
SCO1865	NC_003888.3	1999110	2000378	+	1269	1448.0	77.0	726.0	98.0	117.0	107.0	84.0	24.0	71.0	46.0	64.0	692.0	109.0	156.0	47.0	24.0	69.0	20.0	225.0	73.0	46.0	2923.0
SCO1866	NC_003888.3	2000500	2000895	+	396	1961.0	159.0	1586.0	219.0	167.0	216.5	197.0	102.5	225.5	252.0	413.5	1567.0	207.5	292.5	497.0	179.0	179.0	167.0	353.0	178.5	110.5	3626.0
SCO1867	NC_003888.3	2000962	2001801	+	840	1760.0	363.0	1308.0	259.0	319.0	412.5	389.0	71.5	416.5	137.0	379.5	1082.0	348.5	334.5	493.0	272.0	125.0	289.0	593.0	111.5	251.5	4154.0
SCO1868	NC_003888.3	2001889	2002980	-	1092	206.0	872.0	80.5	362.5	761.5	518.5	715.0	133.0	891.5	132.5	485.5	87.0	538.5	891.5	464.0	261.0	156.5	218.5	1217.0	179.5	980.0	327.5
SCO1869	NC_003888.3	2003043	2003753	-	711	218.5	88.0	48.5	63.5	87.5	63.0	57.0	32.0	68.5	12.5	58.5	45.5	64.5	230.5	54.5	26.0	67.5	21.0	136.0	55.5	116.0	265.5
SCO1870	NC_003888.3	2003849	2004454	-	606	175.5	127.0	104.0	333.0	207.0	146.5	168.0	162.0	202.0	142.0	173.0	89.5	157.0	318.0	124.5	99.0	152.0	95.5	235.0	142.0	169.0	324.0
SCO1871	NC_003888.3	2004601	2006127	-	1527	239.0	596.0	92.0	295.0	514.0	544.0	636.0	137.0	552.0	133.0	240.0	117.0	518.0	1072.0	312.0	163.0	161.0	145.0	882.0	160.0	556.0	401.0
SCO1872	NC_003888.3	2006250	2007020	+	771	280.5	333.0	46.0	156.0	404.0	396.0	309.5	68.5	393.5	90.5	240.5	41.0	362.0	221.5	210.5	235.0	101.5	205.5	466.5	83.5	363.5	368.5
SCO1873	NC_003888.3	2007027	2007494	+	468	235.5	493.0	108.0	269.0	711.0	593.0	344.5	100.5	752.5	102.5	360.5	78.0	587.0	394.5	258.5	252.0	131.5	186.5	632.5	120.5	534.5	341.5
SCO1874	NC_003888.3	2007606	2007815	+	210	18.0	82.0	4.0	21.0	87.0	75.0	59.0	7.0	79.0	9.0	24.0	5.0	71.0	133.0	20.0	20.0	4.0	12.0	88.0	7.0	70.0	31.0
SCO1875	NC_003888.3	2007938	2009389	+	1452	711.0	156.0	109.0	300.0	187.5	170.5	137.0	127.5	154.5	175.0	121.5	125.0	185.0	412.0	125.0	75.0	359.5	76.5	265.0	372.0	102.0	670.5
SCO1876	NC_003888.3	2009469	2010038	+	570	60.0	43.0	15.0	19.0	28.0	37.5	28.0	12.5	31.5	3.0	39.5	5.0	29.5	80.0	36.5	14.0	18.5	13.5	73.5	18.0	37.5	68.5
SCO1877	NC_003888.3	2010038	2010709	+	672	6.0	12.0	5.0	2.0	9.5	14.0	3.0	4.0	28.0	0.0	17.0	3.0	12.5	71.0	12.5	3.0	4.0	4.0	28.5	2.0	49.5	11.0
SCO1878	NC_003888.3	2010728	2011522	-	795	66.0	24.0	14.0	16.0	16.0	14.0	5.0	3.0	18.0	10.0	35.0	12.0	30.0	48.0	51.0	7.0	6.0	13.0	19.0	8.0	24.0	76.0
SCO1879	NC_003888.3	2011650	2012792	-	1143	2.0	9.5	0.0	1.0	7.0	10.0	7.0	1.0	4.0	0.0	24.0	0.0	11.0	104.5	23.5	3.0	1.0	3.0	14.5	0.0	34.0	3.0
SCO1880	NC_003888.3	2012862	2014193	-	1332	7.0	9.5	4.0	9.0	22.5	53.0	22.0	0.0	34.0	5.0	42.0	0.0	44.5	106.0	49.5	30.0	8.0	15.0	43.0	5.0	50.0	13.0
SCO1881	NC_003888.3	2014261	2015061	-	801	5.0	51.0	3.0	13.0	41.5	62.0	47.0	3.0	23.0	2.0	30.0	1.0	85.5	85.5	42.0	18.0	5.0	24.0	101.5	3.0	63.0	16.0
SCO1882	NC_003888.3	2015197	2016552	-	1356	60.0	164.0	8.0	56.0	144.0	248.0	150.0	22.0	145.0	51.0	81.0	11.0	242.0	98.0	143.0	123.0	27.0	131.0	248.0	17.0	122.0	64.5
SCO1883	NC_003888.3	2016631	2018172	-	1542	18.0	57.0	5.0	23.5	31.0	115.5	87.0	4.0	44.5	11.0	53.5	0.0	91.0	179.0	55.5	24.5	3.0	17.0	123.5	2.0	67.0	25.0
SCO1884	NC_003888.3	2018172	2019014	-	843	1.0	36.0	0.0	4.0	15.0	41.5	24.0	0.0	11.0	1.0	30.0	5.0	44.5	84.0	42.5	6.5	4.0	2.0	75.5	2.0	60.0	1.5
SCO1885	NC_003888.3	2019014	2020168	-	1155	2.0	31.0	0.0	6.0	38.0	81.5	66.0	0.5	25.0	3.0	33.5	0.5	50.5	138.0	27.5	17.0	2.0	7.0	129.0	1.0	58.5	5.0
SCO1886	NC_003888.3	2020168	2021061	-	894	13.5	37.0	5.0	11.5	47.0	58.5	55.0	6.5	45.0	9.0	10.5	1.5	58.5	52.0	32.0	21.5	6.5	16.5	53.0	8.0	33.0	21.0
SCO1887	NC_003888.3	2021061	2021993	-	933	27.5	50.0	3.0	19.0	66.0	87.0	53.0	6.0	51.5	8.0	19.5	3.0	78.5	54.0	40.5	30.5	12.5	25.5	57.0	6.0	62.5	22.0
SCO1888	NC_003888.3	2022118	2023845	-	1728	52.5	186.0	16.0	43.0	218.0	262.5	171.0	25.0	212.0	32.5	117.5	29.0	183.5	161.0	134.0	91.5	30.0	73.5	281.5	30.5	130.0	52.0
SCO1889	NC_003888.3	2023845	2024750	-	906	28.5	86.5	8.0	21.5	109.0	138.0	93.0	7.5	87.5	9.5	60.5	8.0	116.0	104.0	49.5	40.0	25.0	29.0	153.5	16.5	103.5	37.0
SCO1890	NC_003888.3	2024750	2025415	-	666	54.0	74.5	13.0	33.5	93.0	105.5	66.0	24.5	73.5	38.0	93.0	9.0	121.5	132.0	135.5	53.5	25.0	56.5	168.0	32.0	94.5	46.0
SCO1891	NC_003888.3	2025587	2026183	-	597	2.0	34.0	1.0	3.0	26.0	19.0	34.0	1.0	24.0	0.0	13.0	0.0	24.0	65.0	7.0	3.0	2.0	3.0	27.0	3.0	34.0	18.0
SCO1892	NC_003888.3	2026325	2027569	+	1245	11.0	87.0	1.0	4.0	63.0	56.0	67.0	0.0	110.0	0.0	44.0	5.0	58.0	152.0	31.0	14.0	6.0	15.0	151.0	8.0	118.0	19.0
SCO1893	NC_003888.3	2027564	2027953	-	390	525.0	677.0	33.0	276.0	707.5	527.0	552.5	85.0	732.5	106.0	670.0	23.0	547.0	177.0	637.5	308.0	69.0	380.5	858.0	49.0	753.5	475.0
SCO1894	NC_003888.3	2028041	2029210	-	1170	4.0	1578.0	2.0	14.5	1236.0	873.5	1189.5	3.0	1516.0	1.5	289.5	3.0	732.5	161.0	144.5	95.5	2.0	82.0	2778.5	4.0	1978.5	20.0
SCO1895	NC_003888.3	2029210	2030157	-	948	21.0	1134.0	2.0	27.5	1176.5	726.5	695.0	6.0	1549.5	16.5	801.5	7.0	817.5	121.0	313.0	257.5	8.0	256.5	1538.5	7.0	1602.0	46.0
SCO1896	NC_003888.3	2030392	2031198	+	807	36.0	212.0	5.0	11.0	206.0	191.0	147.0	1.0	260.0	3.0	113.0	5.0	177.0	86.0	104.0	46.0	5.0	42.0	258.0	11.0	155.0	32.0
SCO1897	NC_003888.3	2031485	2032258	+	774	32.0	158.0	23.0	14.0	135.0	136.0	96.0	3.0	159.0	5.0	67.0	26.0	134.0	109.0	62.0	30.0	14.0	19.0	109.0	17.0	142.0	44.0
SCO1898	NC_003888.3	2032364	2033731	+	1368	53.5	139.0	23.5	19.0	120.0	101.0	75.0	16.5	166.0	17.5	109.0	24.5	103.5	76.0	148.5	73.0	29.0	88.0	164.5	22.0	124.5	60.5
SCO1899	NC_003888.3	2033731	2034672	+	942	26.0	136.0	16.5	17.0	107.5	73.5	59.5	7.5	132.0	10.5	58.5	30.5	60.5	54.0	81.5	40.5	25.0	33.5	137.0	29.5	145.5	29.0
SCO1900	NC_003888.3	2034672	2035547	+	876	49.5	131.0	43.5	31.0	124.0	93.0	53.5	12.5	126.0	12.5	78.5	43.5	86.0	73.0	122.0	70.5	25.5	66.5	172.5	31.0	60.5	49.0
SCO1901	NC_003888.3	2035547	2036533	+	987	41.0	191.5	19.0	32.0	178.0	136.5	151.5	11.0	194.0	22.5	135.0	17.0	142.0	140.5	132.5	65.0	23.5	69.5	233.5	21.5	153.5	45.0
SCO1902	NC_003888.3	2036555	2036941	+	387	61.0	149.0	32.5	11.0	144.0	110.0	53.5	8.5	161.5	6.0	88.0	62.0	114.0	40.0	89.5	37.0	31.0	28.0	81.5	51.5	96.0	68.0
SCO1903	NC_003888.3	2037030	2038226	+	1197	1477.0	4821.5	1171.0	6202.0	4292.5	2382.0	2795.0	2531.0	4668.5	2533.0	3802.0	1326.5	2356.0	7977.5	3774.0	1975.0	4069.0	1797.5	4139.0	4157.5	2765.0	2217.5
SCO1904	NC_003888.3	2038272	2038877	-	606	192.5	572.5	218.5	126.5	598.0	549.5	551.5	38.0	579.5	38.0	372.0	188.5	568.5	302.5	182.5	142.5	113.5	115.0	921.0	156.0	453.5	314.5
SCO1905	NC_003888.3	2038882	2040480	-	1599	743.5	1094.5	349.5	47.5	105.0	107.5	637.5	4.0	127.5	9.0	46.0	320.5	144.5	149.5	55.5	80.5	521.5	56.0	636.0	540.0	298.5	1530.5
SCO1906	NC_003888.3	2040982	2042451	-	1470	819.0	172.0	47.0	110.0	203.0	161.0	195.0	70.0	246.0	61.0	124.0	52.0	161.0	417.0	119.0	47.0	152.0	44.0	205.0	149.0	185.0	1036.0
SCO1907	NC_003888.3	2042739	2044163	-	1425	626.0	1776.0	136.0	823.0	1687.0	1524.0	1505.0	463.0	1686.0	414.0	769.0	134.0	1428.0	2144.0	770.0	484.0	265.0	424.0	2350.0	315.0	1433.0	725.0
SCO1908	NC_003888.3	2044380	2046218	+	1839	517.0	666.0	56.0	405.0	351.0	365.0	502.0	76.0	299.0	255.0	341.0	70.0	433.0	321.0	279.0	231.0	66.0	239.0	584.0	100.0	357.0	945.0
SCO1909	NC_003888.3	2046255	2046959	-	705	2554.75	52.0	80.0	16.0	21.0	20.0	74.0	5.0	14.0	8.0	47.0	97.0	9.0	62.0	33.0	16.0	2.0	6.0	89.0	9.0	27.0	2107.0
SCO1910	NC_003888.3	2047120	2047614	-	495	48.25	30.0	2.0	9.0	33.5	16.0	27.0	0.0	38.5	0.5	26.0	4.5	34.5	54.0	26.0	11.0	4.5	9.5	56.0	2.0	36.0	81.0
SCO1911	NC_003888.3	2047614	2048108	-	495	128.0	55.0	5.0	4.0	30.5	33.0	48.0	3.0	32.5	2.5	24.0	4.5	21.5	67.0	25.0	7.0	3.5	7.5	57.0	2.0	37.0	186.0
SCO1912	NC_003888.3	2048176	2049126	+	951	20.0	26.0	8.0	12.0	11.0	20.0	29.0	9.0	18.0	5.0	21.0	9.0	24.0	136.0	40.0	6.0	11.0	6.0	18.0	8.0	42.0	19.0
SCO1913	NC_003888.3	2049117	2049380	-	264	17.0	0.0	0.0	20.0	1.0	0.0	2.0	1.0	1.0	9.0	3.0	0.0	1.0	38.0	9.0	2.0	2.0	5.0	4.0	1.0	12.0	32.0
SCO1914	NC_003888.3	2049519	2049686	+	168	110.0	25.5	46.0	10.5	21.0	12.5	14.0	4.0	24.5	2.0	33.5	60.0	23.5	14.5	26.5	16.0	21.0	11.5	20.0	17.0	17.0	132.5
SCO1915	NC_003888.3	2049745	2050470	+	726	197.0	266.5	117.0	77.5	254.0	235.5	197.0	43.0	245.5	39.0	168.5	117.0	242.5	157.5	120.5	129.0	109.0	116.5	281.0	80.0	222.0	225.5
SCO1916	NC_003888.3	2050527	2051513	-	987	702.0	896.5	324.5	1075.5	901.5	638.5	1040.5	396.5	917.5	553.5	354.0	348.0	668.5	2284.0	392.0	267.5	468.0	230.5	1535.5	473.5	752.0	945.0
SCO1917	NC_003888.3	2051526	2052116	-	591	42.0	203.5	52.0	122.0	152.5	150.5	185.5	42.0	186.5	63.5	86.0	61.0	135.5	450.5	98.0	55.5	113.0	25.5	199.5	126.0	177.0	66.0
SCO1918	NC_003888.3	2052119	2052436	-	318	97.0	56.0	44.5	102.5	98.0	65.0	71.0	57.5	95.0	46.0	67.0	26.0	90.0	151.5	116.0	49.0	65.0	59.0	103.0	83.5	29.0	118.0
SCO1919	NC_003888.3	2052558	2052887	-	330	1613.0	2143.0	2556.5	3263.5	4997.5	2897.0	2157.0	1758.5	4574.0	1058.5	7150.0	2409.0	3135.5	3077.0	3837.5	2021.0	1069.0	1656.0	2588.5	1056.0	1861.5	1888.5
SCO1920	NC_003888.3	2052887	2053354	-	468	1215.0	2675.5	1153.0	4715.5	4977.5	2859.75	3073.5	1264.5	4889.75	1813.5	4057.5	1305.5	3245.0	3886.5	2588.0	2286.5	640.5	2412.0	3842.0	595.0	2352.5	1376.25
SCO1921	NC_003888.3	2053375	2054628	-	1254	1903.5	7959.0	2152.0	11045.0	13790.0	6407.25	8787.0	2092.0	12833.75	3860.0	9226.5	2430.0	7231.5	10674.0	6475.5	4443.5	1376.0	4345.0	11082.0	1242.5	7036.0	2354.75
SCO1922	NC_003888.3	2054628	2055389	-	762	1784.0	6338.0	2642.0	7689.0	11264.5	4080.5	6218.5	2189.0	10858.5	4012.0	7054.0	3153.0	4785.5	7913.5	4999.0	3760.5	1933.5	3162.0	8914.5	2016.5	5958.5	2243.5
SCO1923	NC_003888.3	2055400	2055714	-	315	475.5	1599.5	649.0	1759.5	2981.0	941.0	964.0	597.0	2723.5	1159.0	1548.0	765.5	1012.0	2640.5	1175.0	772.5	437.0	745.5	1594.0	483.0	1675.5	600.0
SCO1924	NC_003888.3	2055714	2056895	-	1182	969.5	7410.0	1116.0	5947.5	12478.0	5176.0	6019.0	1905.0	12204.0	2224.5	5711.0	992.5	5355.0	8330.0	4170.5	2197.0	716.0	2001.5	9332.0	720.0	8108.5	1386.5
SCO1925	NC_003888.3	2056959	2058377	-	1419	5602.5	19283.5	5154.0	13142.5	32584.0	11597.0	10481.0	4553.0	35795.0	9584.5	21044.5	5372.0	13069.0	15098.5	16199.5	9488.0	3341.5	10652.5	16336.0	3350.0	18238.0	6357.0
SCO1926	NC_003888.3	2058377	2059132	-	756	755.0	6852.5	883.5	667.5	9289.5	3899.5	3343.0	204.0	9816.5	414.0	2807.5	1001.5	4343.5	1909.0	1623.0	1295.0	288.5	939.5	6215.0	324.0	5613.5	809.5
SCO1927	NC_003888.3	2059304	2060089	+	786	27.5	169.0	33.0	44.5	136.5	132.0	111.0	11.0	122.0	19.0	54.5	30.0	138.0	171.0	51.0	36.5	2.0	35.5	155.0	12.0	127.0	50.0
SCO1928	NC_003888.3	2060169	2061089	+	921	436.5	681.0	214.0	771.5	1075.5	955.0	751.5	132.0	936.5	254.5	659.0	223.5	887.0	1024.5	741.0	389.5	148.5	347.5	1394.0	171.0	732.0	603.5
SCO1929	NC_003888.3	2061089	2061895	+	807	122.5	273.5	132.5	351.0	505.0	397.5	326.5	132.0	499.5	203.0	221.5	138.5	372.0	589.0	204.0	103.5	103.5	102.0	510.0	137.0	264.5	179.0
SCO1930	NC_003888.3	2061905	2062972	+	1068	550.5	1442.5	529.5	2133.0	2854.0	2040.5	1380.0	464.0	2181.0	820.5	1185.0	486.0	1854.0	2384.5	816.0	644.5	491.0	620.0	2625.0	638.0	1370.5	752.5
SCO1931	NC_003888.3	2062933	2063709	-	777	94.5	365.0	11.0	57.5	304.0	206.5	176.5	17.0	367.0	21.0	115.5	12.0	244.0	139.5	150.5	119.5	30.0	83.0	281.5	28.5	230.5	135.5
SCO1932	NC_003888.3	2063716	2064819	-	1104	72.5	380.0	58.0	47.5	556.0	210.5	99.5	7.0	569.0	32.0	113.5	70.0	180.0	288.5	82.5	70.5	115.0	44.0	206.5	194.5	288.5	68.5
SCO1933	NC_003888.3	2064937	2065368	-	432	41.5	568.0	61.0	173.5	650.0	325.0	249.0	49.0	727.5	58.0	167.0	62.0	300.0	294.5	120.0	102.0	142.5	95.5	433.5	165.0	472.0	52.0
SCO1934	NC_003888.3	2065392	2066411	-	1020	1720.5	1272.0	1262.0	2613.5	3950.0	2845.0	1680.0	1251.0	3145.5	1492.0	2503.0	989.0	3171.0	2025.5	1992.0	1206.0	1294.5	1595.5	2725.5	1175.0	1843.0	2351.0
SCO1935	NC_003888.3	2066713	2068797	+	2085	5482.5	9089.0	1212.0	14676.0	9172.0	7914.5	8843.0	5297.5	9451.5	9952.5	7974.5	1346.5	7766.0	13265.0	7637.0	6036.0	3526.5	5809.0	13182.0	3472.5	7039.5	6870.5
SCO1936	NC_003888.3	2068835	2069950	+	1116	2937.5	5630.5	1511.0	8205.5	5926.0	5138.0	5717.0	2258.5	6503.0	4450.0	4902.0	1514.5	5332.5	8851.0	4286.0	3392.0	3130.5	3432.0	7877.5	3130.5	4221.5	4205.5
SCO1937	NC_003888.3	2069957	2071477	+	1521	2230.0	2522.0	481.5	5537.5	2987.0	2540.0	2403.0	2083.5	2923.0	2830.5	2830.0	431.0	2624.0	4979.0	2763.5	2026.0	1363.0	2318.5	3079.0	1221.0	1790.5	3098.5
SCO1938	NC_003888.3	2071477	2072529	+	1053	578.0	1202.0	188.0	1429.5	1170.5	1045.0	1131.0	304.5	1131.5	454.0	589.5	175.5	1065.0	2097.5	627.0	463.0	352.5	410.5	1281.5	358.5	899.5	834.0
SCO1939	NC_003888.3	2072529	2073311	+	783	286.0	1005.5	103.5	827.5	862.5	849.5	918.0	209.0	841.0	207.0	340.0	94.5	878.0	1806.5	290.5	211.0	161.5	164.0	1473.0	183.5	750.0	389.5
SCO1940	NC_003888.3	2073380	2074144	-	765	210.0	46.0	82.0	158.5	100.0	88.0	68.0	66.0	84.5	101.5	105.0	80.0	84.5	199.0	131.5	65.0	141.5	38.0	160.0	140.0	44.5	303.5
SCO1941	NC_003888.3	2074238	2075203	-	966	337.0	120.0	107.0	251.5	151.0	114.0	89.0	156.0	129.5	161.5	114.0	111.0	133.5	434.0	127.5	73.0	199.5	94.0	249.0	212.0	104.5	452.5
SCO1942	NC_003888.3	2075316	2076968	-	1653	1356.5	2347.0	429.0	1233.0	3584.5	2100.0	1274.0	473.0	3829.5	773.0	1546.5	444.0	2148.0	1857.0	1458.0	1778.5	1023.5	1902.0	2118.5	963.0	1898.0	1589.0
SCO1943	NC_003888.3	2077087	2077419	-	333	2016.0	6864.0	426.0	1251.0	9015.0	5964.0	3192.0	602.0	9772.0	857.0	2726.0	468.0	6121.0	2070.0	2126.0	4126.0	1120.0	3174.0	5259.0	1057.0	4588.0	2023.0
SCO1944	NC_003888.3	2077636	2077941	-	306	2040.0	781.0	305.5	1179.0	1073.0	993.5	1000.5	529.5	993.0	675.5	565.0	317.0	1013.5	928.5	834.5	473.5	528.5	725.0	1466.5	437.5	696.5	2620.0
SCO1945	NC_003888.3	2078018	2078791	-	774	1704.5	1686.5	484.0	5099.5	2005.5	1600.5	1875.5	2302.0	1851.0	2065.0	1701.5	424.0	1820.5	5743.0	2024.5	1136.5	1241.5	1321.0	2339.0	1124.0	1076.0	2515.5
SCO1946	NC_003888.3	2078800	2080008	-	1209	1118.5	1661.5	533.5	2165.5	1991.5	1593.0	1817.0	1060.5	1894.0	1106.5	1085.5	651.0	1703.0	5203.5	890.0	794.0	1219.0	733.0	2510.5	1133.5	1246.5	1613.5
SCO1947	NC_003888.3	2080146	2081153	-	1008	10613.0	7865.0	3533.0	8088.0	11103.0	6405.0	6563.0	3619.0	11777.0	6624.0	5828.0	5371.0	7315.0	10337.0	6021.0	4590.0	4037.0	4742.0	9266.0	3744.0	5826.0	16843.0
SCO1948	NC_003888.3	2081384	2084380	-	2997	1098.0	1587.0	104.0	254.0	1291.0	1390.5	857.0	99.0	1344.0	130.0	926.0	109.0	1426.0	697.0	1282.5	1098.0	182.0	992.0	1487.0	185.0	1090.0	2800.0
SCO1949	NC_003888.3	2084471	2084563	-	93	116.0	74.0	39.0	44.5	76.5	81.0	80.5	36.0	96.5	18.0	144.0	45.5	65.5	130.5	119.5	45.0	43.0	21.0	149.0	62.5	61.0	102.5
SCO1950	NC_003888.3	2084578	2085561	-	984	609.5	1070.0	214.0	551.5	942.5	759.5	1079.0	238.5	1032.0	248.5	580.5	167.5	828.5	1140.5	534.0	408.0	247.5	315.5	1565.0	289.5	1014.0	656.5
SCO1951	NC_003888.3	2085561	2086649	-	1089	460.5	1087.5	143.5	586.5	1038.0	756.5	819.0	183.5	1008.0	247.0	608.5	113.0	739.0	912.0	518.5	357.0	190.0	344.0	1149.0	179.5	871.5	482.5
SCO1952	NC_003888.3	2086660	2087673	-	1014	673.0	2172.0	460.0	997.5	2177.0	1368.5	1480.0	390.5	2424.5	512.5	1263.0	535.0	1418.0	1275.0	899.5	930.0	622.0	754.0	2063.0	583.5	1274.5	811.5
SCO1953	NC_003888.3	2087673	2089856	-	2184	930.0	2649.5	345.5	853.0	2775.0	1605.0	1746.5	359.5	3149.0	432.0	1677.0	390.0	1723.0	1208.0	1346.0	884.0	347.5	982.5	2652.0	339.0	1895.0	1016.0
SCO1954	NC_003888.3	2090209	2091156	+	948	157.0	310.0	56.0	116.0	385.0	482.0	282.0	44.0	310.0	46.0	192.0	60.0	483.0	328.0	185.0	137.0	55.0	141.0	556.0	53.0	293.0	239.0
SCO1955	NC_003888.3	2091180	2091602	-	423	27.0	68.0	18.0	100.0	87.0	84.0	114.0	27.0	87.0	41.0	30.0	11.0	84.0	126.0	41.0	26.0	27.0	31.0	202.0	20.0	113.0	47.0
SCO1956	NC_003888.3	2091825	2092928	+	1104	585.0	438.5	35.0	69.5	472.5	338.5	234.0	46.5	550.0	37.5	323.5	34.0	386.0	225.5	314.5	194.5	82.0	190.0	440.5	87.5	409.5	720.5
SCO1957	NC_003888.3	2092928	2093833	+	906	141.0	317.5	12.0	80.5	275.5	190.5	201.0	26.5	327.0	32.5	95.5	9.0	162.0	200.5	137.5	56.5	12.0	79.0	214.5	14.5	302.5	190.5
SCO1958	NC_003888.3	2094277	2097318	-	3042	2102.0	4390.0	1568.0	2209.0	4514.0	4122.0	4586.0	942.0	4234.0	1070.0	2770.0	1541.0	3934.0	2701.0	2886.0	2040.0	851.0	1752.0	6829.0	791.0	2529.0	2109.0
SCO1959	NC_003888.3	2097542	2098225	+	684	481.0	1228.0	588.0	668.0	1021.5	672.0	1041.0	204.5	1243.0	317.0	856.5	977.0	667.5	1228.5	666.0	522.0	511.0	440.0	1597.5	742.0	1202.0	537.0
SCO1960	NC_003888.3	2098289	2098942	+	654	596.0	1332.0	163.0	514.0	1423.5	968.0	824.0	242.5	1576.0	340.0	652.5	179.0	998.5	771.5	625.0	460.0	189.0	537.0	1316.5	248.0	975.0	708.0
SCO1961	NC_003888.3	2099152	2099622	-	471	177.5	167.0	64.0	160.0	195.0	202.0	113.0	60.0	207.5	80.0	154.0	61.0	157.0	188.0	185.0	121.0	80.0	135.0	246.0	81.0	187.0	230.0
SCO1962	NC_003888.3	2099716	2100813	-	1098	117.5	94.0	16.0	27.0	77.0	62.0	56.0	9.0	74.5	15.0	63.0	9.0	57.0	132.0	59.0	21.0	19.0	10.0	101.0	7.0	88.0	130.0
SCO1963	NC_003888.3	2100949	2101947	-	999	1301.0	622.0	488.0	185.0	538.0	271.5	267.0	128.0	607.0	120.0	658.0	448.0	407.5	472.0	570.0	146.0	695.0	140.0	377.0	653.0	190.0	1965.0
SCO1964	NC_003888.3	2102203	2104215	-	2013	729.0	1368.0	201.0	849.0	1312.0	1335.0	1181.0	282.0	1431.0	347.0	736.0	136.0	1291.0	2638.0	737.0	406.0	399.0	394.0	1694.0	516.0	1108.0	861.0
SCO1965	NC_003888.3	2104343	2104918	-	576	2142.0	2623.0	1213.0	2726.0	2563.0	2204.0	2202.0	1082.0	2653.0	1477.0	2474.0	1264.0	2128.0	3086.0	1938.0	1499.0	1583.0	1267.0	2876.0	2068.0	1682.0	2304.0
SCO1966	NC_003888.3	2105064	2107199	-	2136	1032.5	4543.5	873.0	1363.0	4934.5	2585.5	2730.5	426.0	5348.0	652.0	2862.0	862.5	2902.5	1347.0	2287.5	1509.0	867.0	1547.0	4453.0	802.5	3106.5	1133.5
SCO1967	NC_003888.3	2107242	2108117	-	876	641.5	204.5	65.0	189.0	213.5	200.5	167.5	113.0	195.0	157.0	224.0	53.5	244.5	349.0	269.5	139.0	204.0	161.0	243.0	207.5	102.5	518.5
SCO1968	NC_003888.3	2108409	2109275	+	867	1530.0	1487.0	84.0	709.0	1310.0	909.0	1043.0	284.5	1387.5	340.0	787.5	97.0	821.5	1295.5	713.5	530.0	246.5	506.5	1034.5	221.0	782.5	2213.5
